time_referencia,competicao,pais_competicao,data_jogo,time_casa,time_fora,jogo,resultado,formacao_casa,formacao_fora,titulares_casa,titulares_fora,substituicoes,gols,assistencias
Panama,Int. Friendly Games,World,2023-08-27 20:00:00,Bolivia,Panama,Bolivia x Panama,1 x 2,3-5-2,3-4-3,Guillermo Viscarra | Marcelo Suárez | Adrián Jusino | Carlos Roca | Diego Medina | Héctor Cuellar | Luciano Ursino | Victor Ábrego | Miguelito | Jaime Arrascaita | Daniel Rojas,Kevin Mosquera | Jan Carlos Vargas | Carlos Harvey | Kevin Berkeley | Reyniel Perdomo | Cristian Martínez | José Manuel Murillo | Kahiser Lenis | Ricardo Phillips | Rolando Blackburn | Cristian Quintero,[FORA] 86' Érick Díaz entrou no lugar de Kevin Berkeley | [CASA] 80' Enzo Monteiro entrou no lugar de Victor Ábrego | [FORA] 69' Jose Bernal entrou no lugar de Ricardo Phillips | [CASA] 63' Julio Herrera entrou no lugar de Héctor Cuellar | [CASA] 62' José Martínez entrou no lugar de Miguelito | [FORA] 60' Irving Gudiño entrou no lugar de Cristian Martínez | [FORA] 46' Gabriel Brown entrou no lugar de Cristian Quintero | [FORA] 46' Darwin Pinzon entrou no lugar de Rolando Blackburn | [CASA] 46' Pablo Vaca entrou no lugar de Daniel Rojas | [CASA] 46' Fernando Nava entrou no lugar de Diego Medina,[FORA] 86' Kahiser Lenis | [CASA] 51' Luciano Ursino | [FORA] 12' Kahiser Lenis,[FORA] 86' Darwin Pinzon -> Kahiser Lenis
Mexico,"CONCACAF Gold Cup, Knockout stage",North & Central America,2023-07-16 23:30:00,Mexico,Panama,Mexico x Panama,1 x 0,4-3-3,3-4-3,Guillermo Ochoa | Jorge Sánchez | César Montes | Johan Vásquez | Jesús Gallardo | Luis Romo | Edson Álvarez | Luis Chávez | Uriel Antuna | Henry Martín | Orbelín Pineda,Orlando Mosquera | Fidel Escobar | Harold Cummings | Andrés Andrade | Yoel Bárcenas | Adalberto Carrasquilla | Aníbal Godoy | Éric Davis | José Fajardo | Alberto Quintero | Ismael Díaz,[CASA] 90' Israel Reyes entrou no lugar de Orbelín Pineda | [FORA] 90' Azarias Londoño entrou no lugar de Harold Cummings | [CASA] 85' Santiago Giménez entrou no lugar de Henry Martín | [CASA] 75' Erick Sánchez entrou no lugar de Luis Chávez | [CASA] 75' Roberto Alvarado entrou no lugar de Uriel Antuna | [FORA] 62' Iván Anderson entrou no lugar de Éric Davis | [FORA] 61' Cecilio Waterman entrou no lugar de Alberto Quintero,[CASA] 88' Santiago Giménez,[CASA] 88' Orbelín Pineda -> Santiago Giménez
Mexico,"CONCACAF Gold Cup, Knockout stage",North & Central America,2023-07-13 02:00:00,Jamaica,Mexico,Jamaica x Mexico,0 x 3,4-4-2,4-4-2,Andre Blake | Javain Brown | Damion Lowe | Di'Shon Bernard | Amari'i Bell | Bobby De Cordova-Reid | Joel Latibeaudiere | Kevon Lambert | Leon Bailey | Demarai Gray | Michail Antonio,Guillermo Ochoa | Jorge Sánchez | César Montes | Johan Vásquez | Jesús Gallardo | Uriel Antuna | Luis Chávez | Luis Romo | Orbelín Pineda | Erick Sánchez | Henry Martín,[FORA] 87' Diego Lainez entrou no lugar de Orbelín Pineda | [CASA] 84' Dujuan Richards entrou no lugar de Michail Antonio | [CASA] 84' Daniel Johnson entrou no lugar de Joel Latibeaudiere | [FORA] 72' Edson Álvarez entrou no lugar de Luis Chávez | [FORA] 72' Roberto Alvarado entrou no lugar de Uriel Antuna | [FORA] 63' Carlos Rodríguez entrou no lugar de Erick Sánchez | [FORA] 63' Santiago Giménez entrou no lugar de Henry Martín | [CASA] 51' Dexter Lembikisa entrou no lugar de Javain Brown | [CASA] 46' Shamar Nicholson entrou no lugar de Kevon Lambert,[FORA] 90+3' Roberto Alvarado | [FORA] 30' Luis Chávez | [FORA] 2' Henry Martín,[FORA] 90+3' Jesús Gallardo -> Roberto Alvarado
USA,"CONCACAF Gold Cup, Knockout stage",North & Central America,2023-07-12 23:30:00,USA,Panama,USA x Panama,5 x 6,4-3-3,3-4-3,Matt Turner | Bryan Reynolds | Miles Robinson | Aaron Long | DeJuan Jones | Gianluca Busio | James Sands | Đorđe Mihailović | Jesús Ferreira | Brandon Vázquez | Cade Cowell,Orlando Mosquera | Fidel Escobar | Harold Cummings | Andrés Andrade | Yoel Bárcenas | Adalberto Carrasquilla | Aníbal Godoy | Éric Davis | José Fajardo | Alberto Quintero | Ismael Díaz,[CASA] 104' John Tolkin entrou no lugar de DeJuan Jones | [CASA] 104' Julian Gressel entrou no lugar de Gianluca Busio | [FORA] 102' Jovani Welch entrou no lugar de Aníbal Godoy | [FORA] 90' Iván Anderson entrou no lugar de Éric Davis | [FORA] 79' Cecilio Waterman entrou no lugar de Alberto Quintero | [FORA] 79' Cristian Martínez entrou no lugar de José Fajardo | [CASA] 74' Jordan Morris entrou no lugar de Brandon Vázquez | [CASA] 73' Matt Miazga entrou no lugar de Aaron Long | [CASA] 63' DeAndre Yedlin entrou no lugar de Bryan Reynolds | [CASA] 63' Cristian Roldán entrou no lugar de Cade Cowell,[CASA] 105' Jesús Ferreira | [FORA] 99' Iván Anderson,[CASA] 105' Jordan Morris -> Jesús Ferreira | [FORA] 99' Adalberto Carrasquilla -> Iván Anderson
Canada,"CONCACAF Gold Cup, Knockout stage",North & Central America,2023-07-09 23:30:00,USA,Canada,USA x Canada,5 x 4,4-3-3,3-5-2,Matt Turner | Bryan Reynolds | Miles Robinson | Jalen Neal | DeJuan Jones | Gianluca Busio | James Sands | Đorđe Mihailović | Julian Gressel | Jesús Ferreira | Alex Zendejas,Dayne St. Clair | Zac McGraw | Steven Vitória | Kamal Miller | Richie Laryea | Ali Ahmed | Moise Bombito | Jonathan Osorio | Liam Millar | Junior Hoilett | Lucas Cavallini,[CASA] 113' Cristian Roldán entrou no lugar de Bryan Reynolds | [CASA] 91' Aaron Long entrou no lugar de Miles Robinson | [CASA] 91' Jordan Morris entrou no lugar de Julian Gressel | [FORA] 91' Scott Kennedy entrou no lugar de Zac McGraw | [FORA] 86' Jacob Shaffelburg entrou no lugar de Junior Hoilett | [FORA] 86' Charles-Andreas Brym entrou no lugar de Liam Millar | [CASA] 73' Matt Miazga entrou no lugar de Jalen Neal | [CASA] 73' Brandon Vázquez entrou no lugar de Đorđe Mihailović | [FORA] 73' David Wotherspoon entrou no lugar de Ali Ahmed | [FORA] 72' Jacen Russell Rowe entrou no lugar de Lucas Cavallini | [CASA] 63' Cade Cowell entrou no lugar de Alex Zendejas | [FORA] 60' Liam Fraser entrou no lugar de Moise Bombito,[CASA] 114' Scott Kennedy | [FORA] 109' Jacob Shaffelburg | [FORA] 90+3' Steven Vitória | [CASA] 88' Brandon Vázquez,[CASA] 88' DeJuan Jones -> Brandon Vázquez
Mexico,"CONCACAF Gold Cup, Knockout stage",North & Central America,2023-07-09 02:00:00,Mexico,Costa Rica,Mexico x Costa Rica,2 x 0,4-1-4-1,4-2-3-1,Guillermo Ochoa | Jorge Sánchez | César Montes | Johan Vásquez | Jesús Gallardo | Edson Álvarez | Uriel Antuna | Luis Romo | Luis Chávez | Orbelín Pineda | Henry Martín,Kevin Chamorro | Jefry Valverde | Kendall Waston | Juan Pablo Vargas | Francisco Calvo | Celso Borges | Wílmer Azofeifa | Joel Campbell | Josimar Alcócer | Cristopher Núñez | Anthony Contreras,[CASA] 90' Israel Reyes entrou no lugar de Edson Álvarez | [CASA] 84' Roberto Alvarado entrou no lugar de Orbelín Pineda | [CASA] 84' Julián Araujo entrou no lugar de Jorge Sánchez | [FORA] 83' Pablo Arboine entrou no lugar de Cristopher Núñez | [FORA] 82' Suhander Zuniga entrou no lugar de Josimar Alcócer | [FORA] 82' Warren Madrigal entrou no lugar de Francisco Calvo | [CASA] 70' Santiago Giménez entrou no lugar de Henry Martín | [CASA] 70' Erick Sánchez entrou no lugar de Luis Chávez | [FORA] 63' Aarón Suárez entrou no lugar de Wílmer Azofeifa,[CASA] 87' Erick Sánchez | [CASA] 52' Orbelín Pineda,[CASA] 87' Roberto Alvarado -> Erick Sánchez
Panama,"CONCACAF Gold Cup, Knockout stage",North & Central America,2023-07-08 23:00:00,Panama,Qatar,Panama x Qatar,4 x 0,3-4-3,4-1-4-1,Orlando Mosquera | Fidel Escobar | Harold Cummings | Andrés Andrade | Yoel Bárcenas | Adalberto Carrasquilla | Aníbal Godoy | Éric Davis | José Fajardo | Alberto Quintero | Ismael Díaz,Salah Zakaria | Bassam Al Rawi | Ahmed Suhail | Yousef Farahat | Homam Al-Amin | Assim Madibo | Musab Khoder | Ali Asad | Mostafa Mashaal | Hazem Shehata | Almoez Ali,[CASA] 85' Roderick Miller entrou no lugar de Harold Cummings | [FORA] 82' Khalid Muneer entrou no lugar de Almoez Ali | [CASA] 82' Jovani Welch entrou no lugar de Aníbal Godoy | [CASA] 70' César Yanis entrou no lugar de Alberto Quintero | [CASA] 69' Cecilio Waterman entrou no lugar de Ismael Díaz | [CASA] 69' Cristian Martínez entrou no lugar de Adalberto Carrasquilla | [FORA] 66' Abdullah Marafee entrou no lugar de Ali Asad | [FORA] 66' Jassem Gaber Abdulsallam entrou no lugar de Assim Madibo | [FORA] 46' Mahdi Salem entrou no lugar de Hazem Shehata,[CASA] 65' Ismael Díaz | [CASA] 63' Ismael Díaz | [CASA] 56' Ismael Díaz | [CASA] 19' Yoel Bárcenas,[CASA] 65' José Fajardo -> Ismael Díaz | [CASA] 56' Adalberto Carrasquilla -> Ismael Díaz | [CASA] 19' Éric Davis -> Yoel Bárcenas
Panama,"CONCACAF Gold Cup, Group C",North & Central America,2023-07-05 00:30:00,Panama,El Salvador,Panama x El Salvador,2 x 2,3-4-2-1,4-4-1-1,Orlando Mosquera | Fidel Escobar | Harold Cummings | Roderick Miller | César Blackman | Jovani Welch | Cristian Martínez | Yoel Bárcenas | Ismael Díaz | Freddy Góndola | Cecilio Waterman,Mario González | Bryan Tamacas | Erick Cabalceta | Roberto Carlos Dominguez | Alex Roldán | Jairo Henríquez | Brayan Landaverde | Narciso Orellana | Leonardo Menjívar | Joshua Pérez | Brayan Gil,[CASA] 85' Azarias Londoño entrou no lugar de Roderick Miller | [FORA] 84' Cristian Gil entrou no lugar de Brayan Gil | [FORA] 77' Nelson Blanco entrou no lugar de Jairo Henríquez | [CASA] 74' Eduardo Anderson entrou no lugar de Yoel Bárcenas | [CASA] 68' César Yanis entrou no lugar de Freddy Góndola | [FORA] 68' Harold Osorio entrou no lugar de Brayan Landaverde | [FORA] 68' Mayer Gil entrou no lugar de Leonardo Menjívar | [FORA] 46' Christian Martínez entrou no lugar de Joshua Pérez | [CASA] 46' Adalberto Carrasquilla entrou no lugar de Cristian Martínez | [CASA] 46' Andrés Andrade entrou no lugar de Harold Cummings,[FORA] 90+1' Mayer Gil | [CASA] 71' Ismael Díaz | [CASA] 26' Fidel Escobar | [FORA] 4' Brayan Gil,[FORA] 90+1' Alex Roldán -> Mayer Gil | [CASA] 71' César Blackman -> Ismael Díaz | [CASA] 26' Ismael Díaz -> Fidel Escobar | [FORA] 4' Mario González -> Brayan Gil
Canada,"CONCACAF Gold Cup, Group D",North & Central America,2023-07-04 22:30:00,Canada,Cuba,Canada x Cuba,4 x 2,4-4-2,4-4-2,Dayne St. Clair | Richie Laryea | Zac McGraw | Kamal Miller | Ali Ahmed | Jonathan Osorio | Moise Bombito | Liam Fraser | Junior Hoilett | Lucas Cavallini | Liam Millar,Sandy Sánchez | Dariel Morejon Rodriguez | Modesto Mendez | Yosel Piedra | Jorge Luis Corrales | Yasniel Matos | Yunior Pérez | Eduardo Hernández | Willian Pozo-Venta | Maikel Reyes | Luis Paradela,[CASA] 83' Dominick Zator entrou no lugar de Zac McGraw | [FORA] 73' Daniel Diaz entrou no lugar de Willian Pozo-Venta | [FORA] 69' Romario Torrez entrou no lugar de Modesto Mendez | [CASA] 69' Jacen Russell Rowe entrou no lugar de Ali Ahmed | [CASA] 69' Scott Kennedy entrou no lugar de Lucas Cavallini | [CASA] 69' Victor Loturi entrou no lugar de Junior Hoilett | [FORA] 61' Nelson Johnston entrou no lugar de Sandy Sánchez | [FORA] 46' Mario Penalver entrou no lugar de Jorge Luis Corrales | [CASA] 33' Jayden Nelson entrou no lugar de Moise Bombito,[FORA] 89' Maikel Reyes | [CASA] 61' Liam Millar | [CASA] 47' Jayden Nelson | [FORA] 45+4' Luis Paradela | [CASA] 26' Jonathan Osorio | [CASA] 21' Junior Hoilett,[CASA] 61' Junior Hoilett -> Liam Millar | [CASA] 26' Lucas Cavallini -> Jonathan Osorio
Mexico,"CONCACAF Gold Cup, Group B",North & Central America,2023-07-03 01:00:00,Mexico,Qatar,Mexico x Qatar,0 x 1,4-2-3-1,4-5-1,Guillermo Ochoa | Julián Araujo | Edson Álvarez | Israel Reyes | Gerardo Arteaga | Luis Romo | Luis Chávez | Ozziel Herrera | Carlos Rodríguez | Orbelín Pineda | Santiago Giménez,Meshaal Barsham | Musab Khoder | Ahmed Suhail | Tarek Salman | Homam Al-Amin | Abdullah Marafee | Mohammed Waad | Ahmed Fathi | Mostafa Mashaal | Hazem Shehata | Tameem Mansour,[CASA] 81' Uriel Antuna entrou no lugar de Julián Araujo | [CASA] 81' Erick Sánchez entrou no lugar de Luis Romo | [FORA] 78' Assim Madibo entrou no lugar de Tameem Mansour | [FORA] 78' Mahdi Salem entrou no lugar de Hazem Shehata | [CASA] 70' Henry Martín entrou no lugar de Carlos Rodríguez | [CASA] 60' Diego Lainez entrou no lugar de Orbelín Pineda | [CASA] 60' Roberto Alvarado entrou no lugar de Ozziel Herrera | [FORA] 54' Yousef Farahat entrou no lugar de Abdullah Marafee | [FORA] 40' Ali Asad entrou no lugar de Mohammed Waad,[FORA] 27' Hazem Shehata,[FORA] 27' Musab Khoder -> Hazem Shehata
Haiti,"CONCACAF Gold Cup, Group B",North & Central America,2023-07-03 01:00:00,Honduras,Haiti,Honduras x Haiti,2 x 1,4-4-2,4-2-3-1,Edrick Menjívar | Maylor Núñez | Devron García | Marcelo Santos | Omar Elvir | Joseph Rosales | Deybi Flores | Jorge Álvarez | José Mario Pinto | Jorge Benguché | Jerry Bengtson,Alexandre Pierre | Carlens Arcus | Ricardo Adé | Garven-Michee Metusala | Alex Christian Junior | Danley Jean Jacques | Carl Fred Sainté | Carnejy Antoine | Derrick Etienne | Duckens Nazon | Frantzdy Pierrot,[FORA] 90' Mondy Prunier entrou no lugar de Garven-Michee Metusala | [CASA] 89' Alexander López entrou no lugar de Joseph Rosales | [FORA] 83' Wilde-Donald Guerrier entrou no lugar de Alex Christian Junior | [CASA] 81' Christian Altamirano entrou no lugar de José Mario Pinto | [FORA] 72' Fafà Picault entrou no lugar de Danley Jean Jacques | [CASA] 71' Bryan Acosta entrou no lugar de Jerry Bengtson | [FORA] 46' Bryan Alceus entrou no lugar de Carl Fred Sainté | [FORA] 46' Jean Jairo Hestefano entrou no lugar de Carnejy Antoine,[CASA] 59' José Mario Pinto | [CASA] 42' Jerry Bengtson | [FORA] 20' Frantzdy Pierrot,[CASA] 59' Jorge Álvarez -> José Mario Pinto | [CASA] 42' Maylor Núñez -> Jerry Bengtson
USA,"CONCACAF Gold Cup, Group A",North & Central America,2023-07-02 23:00:00,USA,Trinidad and Tobago,USA x Trinidad and Tobago,6 x 0,4-3-3,4-2-3-1,Matt Turner | Bryan Reynolds | Miles Robinson | Jalen Neal | DeJuan Jones | Gianluca Busio | James Sands | Đorđe Mihailović | Alex Zendejas | Jesús Ferreira | Cristian Roldán,Marvin Phillip | Alvin Jones | Leland Archer | Sheldon Bateau | Triston Hodge | Luke Singh | Neveal Hackshaw | Levi García | Kevin Molino | Joevin Jones | Malcolm Isaiah Shaw,[CASA] 77' DeAndre Yedlin entrou no lugar de Bryan Reynolds | [CASA] 70' Brandon Vázquez entrou no lugar de Đorđe Mihailović | [FORA] 70' Kaïlé Auvray entrou no lugar de Malcolm Isaiah Shaw | [FORA] 65' Kadeem Corbin entrou no lugar de Triston Hodge | [CASA] 61' Cade Cowell entrou no lugar de Alex Zendejas | [CASA] 61' Julian Gressel entrou no lugar de Cristian Roldán | [FORA] 46' Andre Rampersad entrou no lugar de Joevin Jones | [FORA] 46' Real Gill entrou no lugar de Kevin Molino | [FORA] 46' Shannon Gómez entrou no lugar de Luke Singh | [CASA] 46' Matt Miazga entrou no lugar de Miles Robinson,[CASA] 90+4' Brandon Vázquez | [CASA] 79' Gianluca Busio | [CASA] 65' Cade Cowell | [CASA] 45+3' Jesús Ferreira | [CASA] 38' Jesús Ferreira | [CASA] 14' Jesús Ferreira,[CASA] 90+4' Cade Cowell -> Brandon Vázquez | [CASA] 79' Julian Gressel -> Gianluca Busio | [CASA] 14' DeJuan Jones -> Jesús Ferreira
Canada,"CONCACAF Gold Cup, Group D",North & Central America,2023-07-02 01:30:00,Guatemala,Canada,Guatemala x Canada,0 x 0,4-2-3-1,3-5-2,Nicholas Hagen | Aaron Herrera | José Pinto | Nicolás Samayoa | José Ardón | Oscar Castellanos | Rodrigo Saravia | Nathaniel Méndez-Laing | Alejandro Galindo | Carlos Mejía | Darwin Lom,Milan Borjan | Moise Bombito | Steven Vitória | Kamal Miller | Richie Laryea | Ali Ahmed | Liam Fraser | Jonathan Osorio | Liam Millar | Lucas Cavallini | Junior Hoilett,[CASA] 81' Jorge Aparicio entrou no lugar de Rodrigo Saravia | [CASA] 81' Marlon Sequén entrou no lugar de Oscar Castellanos | [FORA] 80' Zachary Brault Guillard entrou no lugar de Steven Vitória | [CASA] 77' Pedro Altán entrou no lugar de Alejandro Galindo | [CASA] 66' Antonio López entrou no lugar de Carlos Mejía | [CASA] 66' Esteban García entrou no lugar de Nathaniel Méndez-Laing | [FORA] 66' Charles-Andreas Brym entrou no lugar de Ali Ahmed | [FORA] 65' Jacob Shaffelburg entrou no lugar de Junior Hoilett | [FORA] 65' David Wotherspoon entrou no lugar de Liam Millar | [FORA] 46' Zac McGraw entrou no lugar de Liam Fraser,,
Panama,"CONCACAF Gold Cup, Group C",North & Central America,2023-06-30 22:30:00,Martinique,Panama,Martinique x Panama,1 x 2,4-2-3-1,3-4-2-1,Théo De Percin | Jordan Thimon | Jean-Claude Michalet | Florian Lapis | Ghislain Arbaut | Thomas Ephestion | Enrick Reuperne | Jonathan Mexique | Andy Marny | Brighton Labeau,Orlando Mosquera | Fidel Escobar | Harold Cummings | Andrés Andrade | Amir Murillo | Adalberto Carrasquilla | Aníbal Godoy | Éric Davis | Alberto Quintero | Yoel Bárcenas | José Fajardo,[FORA] 82' Cecilio Waterman entrou no lugar de José Fajardo | [FORA] 82' Jovani Welch entrou no lugar de Aníbal Godoy | [FORA] 81' Roderick Miller entrou no lugar de Andrés Andrade | [CASA] 75' Kévin Fortuné entrou no lugar de Brighton Labeau | [FORA] 74' César Yanis entrou no lugar de Éric Davis | [FORA] 74' Ismael Díaz entrou no lugar de Alberto Quintero | [CASA] 74' Cyril Mandouki entrou no lugar de Ghislain Arbaut | [CASA] 70' Karl Fabien entrou no lugar de Enrick Reuperne | [CASA] 64' Patrick Burner entrou no lugar de Thomas Ephestion | [CASA] 64' Ronny Labonne entrou no lugar de Jordan Thimon,[CASA] 90+3' Karl Fabien | [FORA] 69' Amir Murillo | [FORA] 57' José Fajardo,[FORA] 69' Alberto Quintero -> Amir Murillo | [FORA] 57' Éric Davis -> José Fajardo
Mexico,"CONCACAF Gold Cup, Group B",North & Central America,2023-06-30 02:00:00,Haiti,Mexico,Haiti x Mexico,1 x 3,4-2-3-1,4-3-3,Alexandre Pierre | Carlens Arcus | Ricardo Adé | Garven-Michee Metusala | Alex Christian Junior | Carl Fred Sainté | Danley Jean Jacques | Fafà Picault | Duckens Nazon | Wilde-Donald Guerrier | Frantzdy Pierrot,Guillermo Ochoa | Jorge Sánchez | Edson Álvarez | Johan Vásquez | Jesús Gallardo | Erick Sánchez | Luis Chávez | Luis Romo | Uriel Antuna | Henry Martín | Orbelín Pineda,[CASA] 86' Mondy Prunier entrou no lugar de Frantzdy Pierrot | [CASA] 86' Leverton Pierre entrou no lugar de Carl Fred Sainté | [FORA] 79' Israel Reyes entrou no lugar de Luis Chávez | [FORA] 72' Roberto Alvarado entrou no lugar de Orbelín Pineda | [CASA] 72' Derrick Etienne entrou no lugar de Duckens Nazon | [FORA] 71' Carlos Rodríguez entrou no lugar de Erick Sánchez | [FORA] 62' Santiago Giménez entrou no lugar de Henry Martín | [FORA] 62' Julián Araujo entrou no lugar de Jorge Sánchez | [CASA] 58' Jean Jairo Hestefano entrou no lugar de Wilde-Donald Guerrier | [CASA] 58' Carnejy Antoine entrou no lugar de Fafà Picault,[FORA] 83' Santiago Giménez | [CASA] 78' Danley Jean Jacques | [FORA] 56' Ricardo Adé | [FORA] 46' Henry Martín,[FORA] 83' Uriel Antuna -> Santiago Giménez | [CASA] 78' Derrick Etienne -> Danley Jean Jacques | [FORA] 46' Uriel Antuna -> Henry Martín
Qatar,"CONCACAF Gold Cup, Group B",North & Central America,2023-06-29 23:45:00,Qatar,Honduras,Qatar x Honduras,1 x 1,4-1-4-1,4-4-2,Meshaal Barsham | Bassam Al Rawi | Ahmed Suhail | Tarek Salman | Homam Al-Amin | Ahmed Fathi | Yusuf Abdurisag | Ali Asad | Mostafa Mashaal | Mohammed Waad | Tameem Mansour,Edrick Menjívar | Maylor Núñez | Marcelo Santos | Luis Vega | Omar Elvir | Bryan Acosta | Deybi Flores | Alexander López | Joseph Rosales | Alberth Elis | Jerry Bengtson,[CASA] 90' Assim Madibo entrou no lugar de Mostafa Mashaal | [CASA] 80' Musab Khoder entrou no lugar de Mohammed Waad | [CASA] 79' Jassem Gaber Abdulsallam entrou no lugar de Yusuf Abdurisag | [CASA] 74' Hazem Shehata entrou no lugar de Ali Asad | [CASA] 74' Mohammed Muntari entrou no lugar de Tameem Mansour | [FORA] 73' José Mario Pinto entrou no lugar de Jerry Bengtson | [FORA] 72' Edwin Solano entrou no lugar de Joseph Rosales | [FORA] 55' Jorge Álvarez entrou no lugar de Bryan Acosta | [FORA] 46' Rubilio Castillo entrou no lugar de Alexander López | [FORA] 24' Devron García entrou no lugar de Luis Vega,[FORA] 90+6' Alberth Elis | [CASA] 7' Tameem Mansour,[FORA] 90+6' Rubilio Castillo -> Alberth Elis | [CASA] 7' Mostafa Mashaal -> Tameem Mansour
USA,"CONCACAF Gold Cup, Group A",North & Central America,2023-06-29 02:00:00,Saint Kitts and Nevis,USA,Saint Kitts and Nevis x USA,0 x 6,4-3-3,4-3-3,Julani Archibald | Malique Roberts | Lois Maynard | Gerard Williams | Jameel Ible | Romaine Sawyers | Andre Burley | Raheem Somersall | Tiquanny Williams | Keithroy Freeman | Tyquan Terrell,Sean Johnson | Bryan Reynolds | Matt Miazga | Jalen Neal | DeJuan Jones | Gianluca Busio | James Sands | Đorđe Mihailović | Alex Zendejas | Jesús Ferreira | Cade Cowell,[FORA] 76' Julian Gressel entrou no lugar de Bryan Reynolds | [CASA] 71' Jacob Hazel entrou no lugar de Keithroy Freeman | [CASA] 71' Mervin Lewis entrou no lugar de Jameel Ible | [FORA] 68' Cristian Roldán entrou no lugar de Cade Cowell | [CASA] 63' Carlos Bertie entrou no lugar de Tiquanny Williams | [CASA] 63' Omari Sterling-James entrou no lugar de Tyquan Terrell | [CASA] 63' Yohannes Mitchum entrou no lugar de Raheem Somersall | [FORA] 56' Brandon Vázquez entrou no lugar de Jesús Ferreira | [FORA] 56' Aidan Morris entrou no lugar de James Sands | [FORA] 46' Alan Soñora entrou no lugar de Gianluca Busio,[FORA] 79' Đorđe Mihailović | [FORA] 50' Jesús Ferreira | [FORA] 25' Jesús Ferreira | [FORA] 16' Jesús Ferreira | [FORA] 14' Bryan Reynolds | [FORA] 12' Đorđe Mihailović,[FORA] 79' Cristian Roldán -> Đorđe Mihailović | [FORA] 50' Đorđe Mihailović -> Jesús Ferreira | [FORA] 25' Đorđe Mihailović -> Jesús Ferreira | [FORA] 16' Gianluca Busio -> Jesús Ferreira | [FORA] 14' Alex Zendejas -> Bryan Reynolds | [FORA] 12' Gianluca Busio -> Đorđe Mihailović
Canada,"CONCACAF Gold Cup, Group D",North & Central America,2023-06-27 23:00:00,Canada,Guadeloupe,Canada x Guadeloupe,2 x 2,3-5-2,4-2-3-1,Milan Borjan | Zac McGraw | Steven Vitória | Kamal Miller | Richie Laryea | Ali Ahmed | Moise Bombito | Jonathan Osorio | Liam Millar | Lucas Cavallini | Junior Hoilett,Davy Rouyard | Mickaël Alphonse | Meddy Lina | Cedric Avinel | Anthony Baron | Johan Rotsen | Andreaw Gravillon | Jordan Tell | Jordan Leborgne | Matthias Phaëton | Thierry Ambrose,[CASA] 90' Dominick Zator entrou no lugar de Richie Laryea | [FORA] 84' Quentin Annette entrou no lugar de Andreaw Gravillon | [FORA] 84' Luther Archimede entrou no lugar de Matthias Phaëton | [CASA] 81' Jacen Russell Rowe entrou no lugar de Lucas Cavallini | [FORA] 70' Nathanaël Saintini entrou no lugar de Jordan Tell | [FORA] 69' Ange-Freddy Plumain entrou no lugar de Jordan Leborgne | [CASA] 65' Charles-Andreas Brym entrou no lugar de Junior Hoilett | [CASA] 65' Jacob Shaffelburg entrou no lugar de Liam Millar | [CASA] 64' Liam Fraser entrou no lugar de Moise Bombito,[FORA] 90+3' Jacen Russell Rowe | [CASA] 70' Richie Laryea | [CASA] 49' Lucas Cavallini | [FORA] 23' Thierry Ambrose,[CASA] 49' Junior Hoilett -> Lucas Cavallini | [FORA] 23' Jordan Leborgne -> Thierry Ambrose
Panama,"CONCACAF Gold Cup, Group C",North & Central America,2023-06-27 00:30:00,Costa Rica,Panama,Costa Rica x Panama,1 x 2,3-4-3,5-4-1,Kevin Chamorro | Kendall Waston | Juan Pablo Vargas | Francisco Calvo | Jefry Valverde | Celso Borges | Ricardo Peña | Suhander Zuniga | Joel Campbell | Anthony Contreras | Josimar Alcócer,Orlando Mosquera | Amir Murillo | Fidel Escobar | Harold Cummings | Andrés Andrade | Éric Davis | José Fajardo | Aníbal Godoy | Adalberto Carrasquilla | Ismael Díaz | Yoel Bárcenas,[FORA] 85' Freddy Góndola entrou no lugar de Éric Davis | [FORA] 74' César Blackman entrou no lugar de Yoel Bárcenas | [FORA] 74' Cristian Martínez entrou no lugar de Aníbal Godoy | [FORA] 74' Cecilio Waterman entrou no lugar de José Fajardo | [CASA] 73' Warren Madrigal entrou no lugar de Celso Borges | [CASA] 72' Cristopher Núñez entrou no lugar de Josimar Alcócer | [FORA] 62' Alberto Quintero entrou no lugar de Ismael Díaz | [CASA] 59' Carlos Mora entrou no lugar de Anthony Contreras | [CASA] 59' Wílmer Azofeifa entrou no lugar de Ricardo Peña | [CASA] 46' Aarón Suárez entrou no lugar de Suhander Zuniga,[CASA] 90+1' Aarón Suárez | [FORA] 68' Yoel Bárcenas | [FORA] 23' José Fajardo,[CASA] 90+1' Joel Campbell -> Aarón Suárez | [FORA] 68' Amir Murillo -> Yoel Bárcenas | [FORA] 23' Éric Davis -> José Fajardo
